,time,closeBTC,closeETH,close,closeLTC,closeLUNA,closeAVAX,closeBCH,closeALGO,closeADA,closeBNB,closeXRP,closeSOL,closeDOT,closeUNI,closeBUSD,closeUSDC,closeLINK,closeATOM,closeWBTC,closeICP,closeMATIC,closeFIL,closeXLM,closeTRX,closeFTT,closeETC,closeVET,closeDAI,closeTHETA,closeXTZ,closeEGLD,closeBTCB,closeCAKE,closeXMR,closeCRO,closeXYM,closeNEAR,closeEOS,closeQNT,closeAXS,closeAXS,closeAAVE,closeHBAR,closeMIOTA,closeGRT,closeFTM,closeNEO,closeSHIB,closeKSM,closeLEO,closeKLAY,closeBSV,closeUST,closeWAVES,closeMKR,closeCELO,closeBTT,closeAMP,closeCOMP,closeHT,closeRUNE,closeDASH,closeHNT,closeAR,closeCHZ,closeSTX,closeREV,closeONE,closeDCR,closeZEC,closeXDC,closeTFUEL,closeHOT,closeXEM,closeTUSD,closeMANA,closeSNX,closeOMG,closeSUSHI,closeENJ,closeCEL,closeFLOW,closeIOST,closeYGG,closeCRV,closeYFI,closeICX,closeZIL,closeQTUM,closeBAT,closeRVN,closeOKB,closeBTG,closeMDX,closeUSDP,closeTEL,closeAUDIO,closePERP,closeZEN,closeKCS,closeREN,closeBNT,closeNEXO,closeCELR,closeZRX,closeTWT,closeSC,closeONT,closeDGB,closeVGX,closeRENBTC,closeNANO,closeANKR,closeCHSB,closeSAND,closeUMA,closeFET,closeLRC,closeIOTX,closeKAVA,closeUSDN,close1INCH,closeGLM,closeERG,closeHUSD,closeUBT,closeCOTI,closeRSR,closeOCEAN,closeNMR,closeSXP,closeXDB,closeWAXP,closeSRM,closeETN,closeELF,closeDENT,closeSKL,closeLSK,closeGNO,closeVLX,closeXYO,closeCKB,closeANC,closePOLY,closeALPHA,closeLPT,closeXCH,closeGT,closeSTORJ,closeDAG,closeCVC,closeXVG,closeVTHO,closeBEST,closeWRX,closeWIN,closeBCD,closeBAKE,closeINJ,closePAXG,closeCTC,closeOGN,closeSNT,closeSTMX,closeSTRAX,closeONG,closeXVS,closeXWC,closeROSE,closePROM,closeREEF,closeBAND,closeRLC,closeEWT,closeDFI,closeMLN,closeORBS,closeALICE,closeCTSI,closeHIVE,closeREP,closeOXT,closeARK,closeDERO,closePHA,closeNKN,closeFUN,closeCSPR,closeMAID,closeREQ,closeSTEEM,closeANT,closeMTL,closeNU,closeTOMO,closeTITAN,closeTRAC,closeNOIA,closeBADGER
40,2021-10-05 01:00:00,49278.91,3388.13,0.2401,168.6,45.52,65.05,553.71,1.97,2.2,427.2,1.045,166.77,31.28,25.55,1.0,0.9998,26.55,37.03,49278.91,53.57,1.282,70.02,0.311,0.09362,55.96,53.56,0.1093,1.0,6.044,8.425,240.12,0.0,19.36,267.98,0.1783,0.2705,7.796,4.621,303.03,141.61,141.61,301.51,0.4006,1.207,0.7215,1.39,43.49,1.263e-05,337.07,2.95,1.332,144.44,1.001,26.67,2526.66,6.03,0.003473,0.05529,312.23,8.137,8.851,174.05,20.68,53.12,0.2844,1.376,0.01823,0.1806,125.32,117.09,0.1279,0.2912,0.009133,0.1634,1.002,0.7578,10.19,16.93,10.44,1.559,5.625,20.81,0.05313,7.338,2.987,30809.41,2.368,0.09766,13.39,0.708,0.1095,17.93,59.28,1.301,0.999,0.01823,2.255,14.57,75.4,0.0,1.176,3.828,1.66,0.1459,0.9706,1.042,0.0161,0.869,0.04811,2.307,49195.14,5.428,0.0824,0.6763,0.8111,9.761,0.7515,0.4036,0.06217,6.209,1.014,3.165,0.517,11.82,1.004,2.372,0.5275,0.0351,0.7239,44.9,2.342,0.01183,0.2936,8.574,0.02013,0.6698,0.00576,0.3388,3.358,275.46,0.07287,0.02909,0.0138,3.436,0.8775,0.9944,17.49,166.71,4.14,1.223,0.2201,0.4994,0.02238,0.0095,0.8699,1.125,9.4e-05,1.958,1.738,10.38,1772.07,2.844,0.9126,0.08291,0.02931,2.016,0.002957,26.97,1.058,0.1858,17.07,0.02133,8.232,3.761,9.595,2.426,136.87,0.1109,14.36,0.6718,0.6717,23.52,0.3332,1.49,22.5,0.7068,0.3305,0.01938,0.1079,0.5618,0.2021,0.5421,4.791,3.377,0.3077,2.531,5.208,0.4554,0.3755,18.17
41,2021-10-05 02:00:00,49343.94,3389.68,0.2404,168.58,45.53,64.59,554.24,1.984,2.204,426.75,1.045,165.58,31.13,25.22,0.9999,1.0,26.57,37.01,49343.94,54.28,1.29,70.36,0.3146,0.0934,56.2,53.5,0.1098,0.9997,6.051,8.403,243.36,0.0,19.34,264.88,0.18,0.1778,7.9,4.657,301.84,138.87,138.87,301.39,0.4054,1.203,0.7274,1.397,43.54,1.308e-05,337.02,2.939,1.334,144.92,1.001,26.76,2510.87,6.02,0.003461,0.05387,308.31,8.088,8.855,173.64,21.27,53.49,0.2845,1.38,0.01727,0.1838,125.09,117.04,0.1282,0.2901,0.009131,0.162,1.002,0.7545,10.08,16.55,10.39,1.567,5.601,20.6,0.05305,7.377,2.969,30582.13,2.496,0.09721,13.28,0.7061,0.1098,17.74,59.46,1.302,0.9994,0.01826,2.254,14.39,74.99,0.0,1.207,3.825,1.664,0.1451,0.9668,1.029,0.01606,0.8662,0.04847,2.321,49343.94,5.478,0.08252,0.6776,0.8073,9.764,0.7521,0.4077,0.06199,6.212,1.015,3.171,0.5156,11.84,0.9956,2.377,0.5293,0.03513,0.7244,44.94,2.34,0.01184,0.2946,8.547,0.01973,0.6684,0.00583,0.34,3.353,274.6,0.1431,0.02855,0.01332,3.424,0.8813,0.9943,17.55,165.5,4.136,1.217,0.2207,0.5021,0.02241,0.0097,0.8699,1.121,9.4e-05,1.962,1.747,10.36,1773.91,2.825,0.9119,0.08339,0.02949,2.022,0.002961,27.1,1.059,0.1885,17.09,0.02126,8.244,3.777,9.879,2.421,136.47,0.1105,14.43,0.6677,0.6666,23.69,0.3347,1.494,22.53,0.7118,0.3319,0.0192,0.111,0.5591,0.201,0.5379,4.767,3.365,0.3087,2.503,5.129,0.4485,0.376,18.25
42,2021-10-05 03:00:00,49315.42,3387.75,0.2422,168.57,45.4,65.0,554.97,1.985,2.218,428.79,1.046,166.88,31.57,25.18,1.0,1.0,26.65,37.19,49315.42,54.13,1.299,72.36,0.3159,0.09424,56.23,53.53,0.1105,0.9997,6.108,8.387,244.75,0.0,19.35,263.2,0.1794,0.1838,7.895,4.667,302.28,137.24,137.24,302.45,0.4099,1.211,0.7347,1.411,43.95,1.38e-05,339.79,2.928,1.368,146.17,1.002,27.21,2538.56,6.01,0.003466,0.05297,305.21,8.068,8.863,174.33,21.1,53.85,0.2844,1.373,0.01775,0.1822,125.11,118.01,0.1276,0.291,0.009133,0.1627,1.002,0.7589,10.14,16.48,10.45,1.571,5.597,20.15,0.05336,7.54,2.942,30448.04,2.496,0.09845,13.29,0.7117,0.1108,17.84,59.26,1.301,1.003,0.01825,2.269,14.5,76.14,0.0,1.257,3.815,1.673,0.1445,0.9679,1.045,0.01616,0.8682,0.04853,2.31,49231.58,5.503,0.08273,0.681,0.81,10.03,0.7627,0.4079,0.06263,6.233,1.015,3.207,0.5166,11.69,1.004,2.381,0.5339,0.03536,0.7313,44.7,2.349,0.01184,0.2962,8.569,0.01968,0.6684,0.005861,0.3405,3.421,274.39,0.1415,0.02875,0.01381,3.422,0.8808,0.9981,17.5,165.35,4.144,1.229,0.2234,0.5017,0.02242,0.0098,0.8699,1.119,9.4e-05,1.94,1.751,10.38,1769.93,2.824,0.9128,0.08259,0.02958,2.026,0.002959,27.18,1.058,0.1874,17.08,0.02144,8.376,3.804,9.636,2.428,136.71,0.1115,14.35,0.672,0.6707,23.64,0.3376,1.49,22.52,0.7172,0.3319,0.01885,0.1095,0.5602,0.2006,0.5414,4.844,3.345,0.3076,2.514,5.227,0.4483,0.3758,18.35
43,2021-10-05 04:00:00,49175.13,3369.11,0.2381,166.91,45.13,64.81,552.42,1.953,2.202,425.81,1.041,165.46,31.17,24.95,0.9998,1.0,26.33,36.87,49175.13,53.6,1.281,71.51,0.3137,0.09385,55.66,53.06,0.1109,0.9998,6.054,8.22,242.48,0.0,19.14,261.46,0.1798,0.1963,7.76,4.626,304.47,136.72,136.72,298.94,0.4034,1.199,0.7262,1.395,43.39,1.323e-05,337.25,2.935,1.358,144.97,1.002,27.28,2555.87,6.0,0.003462,0.05232,305.35,8.059,8.736,172.01,20.88,52.81,0.2821,1.375,0.01819,0.1785,125.0,116.79,0.1275,0.2905,0.009147,0.1608,1.002,0.7501,10.02,16.18,10.37,1.557,5.584,20.23,0.05293,7.637,2.912,30134.64,2.482,0.09847,13.14,0.7031,0.1093,17.7,58.81,1.294,1.0,0.01819,2.241,14.63,75.35,0.0,1.231,3.805,1.658,0.1426,0.9602,1.042,0.01603,0.8614,0.04851,2.299,49175.13,5.538,0.082,0.6752,0.7987,10.01,0.7514,0.4004,0.0619,6.152,1.015,3.145,0.5148,11.73,0.9955,2.393,0.5298,0.03486,0.7421,44.38,2.329,0.0118,0.2944,8.462,0.01957,0.6688,0.005727,0.3371,3.343,274.54,0.1421,0.02893,0.01354,3.403,0.8726,1.005,17.59,164.2,4.135,1.214,0.2228,0.4958,0.02237,0.0099,0.8699,1.115,9.4e-05,1.908,1.744,10.33,1764.96,2.845,0.9058,0.08248,0.02928,2.019,0.002951,27.32,1.055,0.1854,17.03,0.02114,8.24,3.76,9.737,2.416,136.17,0.1111,14.1,0.6628,0.664,23.69,0.3406,1.515,22.45,0.7136,0.3277,0.019,0.1087,0.5581,0.1978,0.538,4.874,3.316,0.3071,2.473,5.209,0.446,0.3747,18.5
44,2021-10-05 05:00:00,49349.61,3386.47,0.2383,167.97,45.77,65.44,564.08,1.986,2.216,430.19,1.05,166.56,31.4,25.12,1.0,1.0,26.45,37.26,49349.61,54.04,1.293,71.87,0.3184,0.09517,55.99,53.45,0.1152,0.9997,6.119,8.313,245.76,0.0,19.25,264.56,0.18,0.1735,7.827,4.715,301.34,140.05,140.05,303.15,0.4091,1.203,0.7436,1.408,43.85,1.314e-05,341.4,2.929,1.377,146.03,1.001,27.52,2565.68,6.029,0.003615,0.05182,308.78,8.063,8.884,173.76,21.19,53.49,0.2859,1.379,0.01826,0.1792,125.4,118.29,0.1275,0.2926,0.0093,0.1626,1.001,0.7572,10.13,16.45,10.46,1.578,5.58,20.57,0.05344,7.703,2.935,30210.23,2.453,0.1002,13.26,0.7079,0.1105,17.77,58.92,1.212,0.999,0.01826,2.266,14.67,75.95,0.0,1.263,3.854,1.664,0.1441,0.9762,1.039,0.01633,0.8724,0.04892,2.309,49260.78,5.477,0.08283,0.6839,0.8042,10.02,0.7575,0.4068,0.06312,6.223,1.014,3.183,0.5178,11.73,0.9952,2.401,0.535,0.03531,0.7461,44.55,2.363,0.01184,0.2968,8.51,0.02001,0.6668,0.005859,0.3415,3.248,273.29,0.1421,0.03038,0.01382,3.359,0.8771,1.015,17.6,164.58,4.133,1.238,0.2236,0.5017,0.02254,0.0103,0.8699,1.125,9.4e-05,1.897,1.775,10.42,1766.72,2.839,0.9228,0.08273,0.02956,2.031,0.002961,27.67,1.059,0.188,17.09,0.02143,8.439,3.691,9.539,2.448,136.96,0.1115,14.26,0.6696,0.6687,23.63,0.3425,1.528,22.53,0.7173,0.3351,0.01905,0.1105,0.5641,0.2007,0.5435,5.018,3.379,0.3068,2.491,5.162,0.4476,0.376,18.53
45,2021-10-05 06:00:00,49338.75,3384.73,0.2357,168.1,46.2,65.52,562.96,2.02,2.214,431.66,1.051,167.04,31.3,25.13,1.001,1.0,26.5,37.51,49338.75,54.45,1.293,71.41,0.3176,0.09547,56.03,53.51,0.1146,0.9999,6.123,8.357,247.53,0.0,19.21,265.15,0.1792,0.2231,7.83,4.717,302.81,143.94,143.94,304.27,0.4109,1.215,0.75,1.422,43.89,1.249e-05,341.87,2.945,1.416,146.19,1.001,27.5,2548.94,5.999,0.003602,0.05214,310.53,8.069,8.806,174.22,21.08,53.73,0.2899,1.388,0.01974,0.1802,124.48,118.12,0.1275,0.2926,0.009353,0.1625,1.001,0.761,10.2,16.58,10.47,1.593,5.569,20.76,0.05365,7.588,2.917,30207.57,2.438,0.1006,13.28,0.7127,0.1112,17.91,59.16,1.212,1.0,0.01885,2.28,14.63,76.32,0.0,1.249,3.806,1.675,0.1446,0.9816,1.045,0.01641,0.8736,0.04951,2.297,49333.82,5.433,0.08328,0.6813,0.8155,10.09,0.7671,0.4072,0.06355,6.256,1.013,3.192,0.5172,11.84,1.005,2.383,0.5583,0.03553,0.7507,44.35,2.374,0.01184,0.2954,8.525,0.01997,0.6685,0.006025,0.3419,3.32,274.32,0.07287,0.02977,0.01381,3.358,0.8834,1.017,17.47,164.89,4.125,1.245,0.2235,0.5029,0.02302,0.0104,0.8699,1.128,9.4e-05,1.905,1.785,10.42,1763.86,2.746,0.9221,0.08201,0.02979,2.032,0.00296,27.09,1.059,0.1853,17.51,0.02136,8.555,3.832,9.562,2.431,136.34,0.1115,14.44,0.6667,0.6628,23.76,0.3415,1.525,22.53,0.7186,0.3342,0.01912,0.11,0.5674,0.199,0.5463,5.049,3.365,0.3067,2.476,5.24,0.4475,0.376,18.6
46,2021-10-05 07:00:00,49502.65,3390.28,0.2364,168.19,45.98,65.94,562.35,2.006,2.215,434.19,1.055,166.18,31.41,25.2,1.0,0.9999,26.5,37.57,49502.65,54.45,1.303,71.75,0.3174,0.09572,56.02,53.49,0.1148,1.0,6.153,8.36,247.96,0.0,19.28,266.32,0.1804,0.2587,7.836,4.735,304.2,141.94,141.94,303.68,0.4088,1.224,0.7464,1.428,43.91,1.276e-05,341.59,2.928,1.415,146.48,1.002,27.81,2555.31,6.001,0.003607,0.05314,311.52,8.068,8.861,174.84,21.09,54.11,0.2879,1.386,0.01832,0.1812,124.55,118.16,0.1278,0.2921,0.009558,0.1636,1.0,0.7603,10.18,16.5,10.51,1.6,5.577,20.24,0.05496,7.633,2.912,30354.45,2.422,0.1012,13.26,0.7128,0.1111,17.92,59.25,1.214,0.9988,0.01832,2.282,14.73,76.68,0.0,1.24,3.787,1.678,0.1455,0.9716,1.079,0.01644,0.8855,0.05011,2.314,49418.5,5.494,0.0833,0.692,0.81,10.12,0.7677,0.4078,0.06313,6.272,1.014,3.198,0.5174,11.7,1.004,2.425,0.5629,0.03579,0.7531,44.69,2.377,0.01188,0.3033,8.538,0.01977,0.6672,0.00634,0.342,3.338,272.66,0.07287,0.02911,0.01386,3.363,0.895,1.009,17.55,164.89,4.092,1.242,0.2242,0.501,0.02297,0.0105,0.8699,1.138,9.4e-05,1.907,1.792,10.41,1765.26,2.745,0.9496,0.08267,0.03061,2.036,0.00297,27.16,1.062,0.1851,17.57,0.02128,8.655,3.839,9.688,2.428,136.58,0.1109,14.33,0.674,0.6703,23.87,0.3414,1.528,23.07,0.7228,0.3377,0.01936,0.1079,0.5683,0.2003,0.5455,5.064,3.36,0.308,2.526,5.255,0.4573,0.4059,18.64
47,2021-10-05 08:00:00,49930.65,3418.44,0.2375,168.83,46.21,65.91,563.89,2.007,2.223,436.1,1.055,167.16,31.61,25.31,0.9999,1.0,26.82,37.71,49930.65,55.76,1.312,71.08,0.3165,0.09566,56.47,53.63,0.1143,1.0,6.141,8.436,248.11,0.0,19.39,267.53,0.1811,0.2563,8.069,4.724,306.82,140.54,140.54,305.9,0.4135,1.229,0.7443,1.436,44.46,1.287e-05,340.93,2.952,1.394,145.75,1.002,27.71,2564.35,6.013,0.003589,0.05369,312.75,8.123,8.883,175.31,21.15,54.02,0.2891,1.397,0.01847,0.1813,125.58,118.54,0.1284,0.2966,0.009457,0.1643,0.9997,0.7659,10.28,16.54,10.53,1.586,5.622,20.85,0.05586,7.495,2.884,30403.35,2.37,0.1012,13.36,0.7157,0.1109,17.99,59.52,1.224,1.0,0.01847,2.27,14.73,77.08,0.0,1.242,3.831,1.69,0.1448,0.9854,1.069,0.01651,0.8913,0.04982,2.327,49840.77,5.471,0.08415,0.6918,0.8111,10.15,0.7646,0.4091,0.06315,6.346,1.018,3.18,0.5261,12.03,1.005,2.446,0.56,0.03583,0.7567,44.67,2.394,0.01198,0.3013,8.568,0.01955,0.6758,0.00629,0.3427,3.351,273.1,0.07287,0.02917,0.01398,3.391,0.8888,1.042,17.63,165.42,4.129,1.253,0.2212,0.5046,0.02303,0.0106,0.8699,1.139,0.0004993,1.922,1.798,10.46,1766.05,2.699,0.9412,0.08526,0.03073,2.057,0.002996,27.34,1.072,0.1847,17.33,0.02133,8.682,3.818,9.736,2.453,137.77,0.1143,14.31,0.6736,0.6776,24.15,0.3431,1.537,23.06,0.7309,0.3385,0.01962,0.1079,0.5732,0.2009,0.5558,4.998,3.406,0.3112,2.525,5.275,0.4608,0.4069,18.84
48,2021-10-05 09:00:00,50293.84,3450.72,0.2379,170.33,46.01,66.24,566.5,2.003,2.24,436.58,1.062,169.81,31.94,25.4,1.0,1.0,26.88,37.75,50293.84,54.82,1.336,71.46,0.3164,0.09594,57.03,53.87,0.1146,1.0,6.176,8.503,251.12,45264.46,19.51,269.93,0.1818,0.2509,8.122,4.721,307.98,139.55,139.55,305.98,0.4142,1.236,0.7496,1.44,44.29,1.339e-05,341.34,2.938,1.396,147.06,1.002,27.91,2572.91,6.052,0.003561,0.05316,312.81,8.13,9.002,176.38,21.29,54.27,0.2892,1.417,0.0171,0.1814,125.89,118.74,0.1298,0.2952,0.009466,0.1646,1.0,0.7711,10.33,16.53,10.53,1.594,5.638,21.14,0.05549,7.544,2.901,30666.97,2.379,0.1029,13.39,0.717,0.1117,18.05,60.05,1.235,1.0,0.0195,2.278,14.61,77.05,10.86,1.269,3.871,1.688,0.1443,0.9886,1.072,0.01661,0.8958,0.05002,2.345,50288.81,5.507,0.08554,0.6919,0.8143,10.15,0.765,0.4102,0.06351,6.347,1.015,3.195,0.5259,11.97,0.9954,2.456,0.5736,0.03591,0.756,44.78,2.408,0.01207,0.3023,8.673,0.01967,0.6777,0.006315,0.3423,3.376,276.62,0.07287,0.02934,0.01358,3.378,0.8903,1.045,17.66,166.47,4.129,1.257,0.2171,0.5056,0.02293,0.0105,0.9189,1.143,0.0005029,1.924,1.801,10.52,1765.31,2.815,0.9521,0.0852,0.03075,2.065,0.003018,27.83,1.079,0.1832,17.35,0.02131,8.646,3.82,9.807,2.465,137.79,0.1152,14.39,0.6763,0.678,24.05,0.3415,1.542,23.32,0.7353,0.337,0.01954,0.1076,0.5779,0.2007,0.5563,4.981,3.454,0.313,2.505,5.331,0.4538,0.4094,18.98
49,2021-10-05 10:00:00,50013.53,3438.88,0.2363,172.57,46.03,66.02,565.42,2.011,2.231,439.32,1.056,168.3,31.87,25.35,0.9999,1.0,26.88,37.63,50013.53,54.3,1.32,70.9,0.317,0.09579,57.04,53.68,0.1143,1.0,6.204,8.44,248.37,0.0,19.52,269.62,0.1805,0.2388,8.087,4.689,312.54,139.0,139.0,305.09,0.4127,1.227,0.7604,1.433,44.02,1.311e-05,340.91,2.957,1.389,146.74,1.001,27.96,2561.0,6.074,0.003575,0.05629,311.8,8.118,8.989,176.75,21.68,53.91,0.2927,1.406,0.0175,0.181,125.78,118.77,0.1282,0.2923,0.009494,0.1633,1.001,0.7688,10.3,16.41,10.57,1.596,5.667,21.07,0.05519,7.477,2.9,30701.91,2.363,0.1031,13.28,0.7168,0.1117,18.0,59.82,1.231,1.0,0.01933,2.272,14.58,76.67,10.8,1.3,3.867,1.694,0.145,0.9914,1.063,0.01654,0.8926,0.05002,2.338,49928.51,5.505,0.08513,0.6813,0.8124,10.1,0.7731,0.4086,0.06348,6.327,1.014,3.201,0.5231,12.08,1.005,2.455,0.5581,0.03608,0.7539,44.7,2.39,0.012,0.3007,8.619,0.01991,0.6751,0.00619,0.3421,3.386,277.06,0.07287,0.02918,0.0135,3.367,0.8975,1.031,17.76,167.55,4.123,1.264,0.2151,0.5042,0.0228,0.0104,0.8927,1.142,0.0005001,1.959,1.789,10.52,1763.98,2.834,0.9383,0.08401,0.03085,2.062,0.003001,27.8,1.073,0.183,17.25,0.02136,8.542,3.889,9.703,2.468,138.15,0.114,14.28,0.6779,0.6782,24.03,0.3412,1.542,23.44,0.7273,0.3391,0.01961,0.108,0.5782,0.2016,0.5516,4.993,3.424,0.3119,2.494,5.182,0.446,0.4081,19.11
50,2021-10-05 11:00:00,49908.79,3447.94,0.2393,172.53,45.74,65.73,564.57,2.029,2.225,440.92,1.055,168.29,31.78,25.47,1.0,1.0,26.91,37.56,49908.79,55.08,1.318,71.02,0.3161,0.09553,56.96,53.54,0.1132,1.0,6.272,8.285,248.95,0.0,19.57,270.11,0.1807,0.2496,8.075,4.664,310.24,136.42,136.42,304.13,0.4097,1.224,0.7793,1.431,43.85,1.423e-05,336.74,2.949,1.382,145.68,1.001,28.03,2549.31,6.062,0.00357,0.05467,311.26,8.154,8.949,176.28,21.61,54.05,0.2951,1.416,0.01847,0.1806,125.52,119.2,0.1293,0.297,0.009394,0.1634,1.0,0.7701,10.31,16.08,10.75,1.6,5.659,20.52,0.05548,7.491,2.874,30796.31,2.343,0.1026,13.26,0.7195,0.1114,17.95,59.59,1.234,0.9992,0.01946,2.292,14.48,76.51,0.0,1.265,3.864,1.714,0.1472,0.9894,1.06,0.01684,0.8886,0.04995,2.344,49818.95,5.508,0.0858,0.6869,0.8099,10.05,0.7714,0.4083,0.06355,6.303,1.014,3.22,0.5282,11.98,0.9955,2.447,0.5551,0.03659,0.7497,44.58,2.378,0.01198,0.3042,8.597,0.01965,0.6779,0.006172,0.3393,3.381,276.08,0.07287,0.02909,0.01397,3.372,0.8714,1.059,17.86,166.85,4.118,1.279,0.2129,0.5078,0.02282,0.0105,0.9183,1.148,9.4e-05,1.961,1.79,10.53,1764.01,2.828,0.9358,0.08492,0.03165,2.086,0.002995,27.52,1.071,0.1837,17.21,0.02133,8.512,3.848,9.652,2.472,142.37,0.1163,14.27,0.6805,0.6773,24.78,0.34,1.542,23.68,0.7292,0.3393,0.01947,0.1068,0.5794,0.2041,0.5596,5.036,3.447,0.313,2.497,5.193,0.4612,0.4073,18.74
51,2021-10-05 12:00:00,50014.03,3454.55,0.2425,171.33,45.34,65.32,562.94,2.01,2.219,439.57,1.064,169.16,31.7,25.35,1.0,1.0,26.89,37.23,50014.03,54.97,1.314,70.45,0.3157,0.09553,57.05,53.39,0.113,1.001,6.332,8.045,248.27,0.0,19.51,269.83,0.1819,0.2568,8.057,4.662,306.78,133.29,133.29,305.62,0.4054,1.226,0.773,1.427,43.74,1.558e-05,338.39,2.95,1.373,145.89,1.001,27.61,2548.48,6.026,0.003602,0.05272,312.47,8.065,8.934,176.1,21.89,54.07,0.2952,1.401,0.01801,0.1802,125.54,119.23,0.1295,0.2996,0.009388,0.1667,1.0,0.7681,10.23,15.86,10.65,1.601,5.661,19.9,0.05624,7.462,2.85,31038.21,2.316,0.1037,13.09,0.7204,0.1113,17.78,59.57,1.237,0.9989,0.01945,2.277,14.38,76.52,0.0,1.275,3.853,1.708,0.144,0.9981,1.046,0.01715,0.8951,0.04994,2.381,49924.0,5.483,0.08689,0.6913,0.8064,10.06,0.7632,0.4106,0.06366,6.297,1.015,3.266,0.5379,11.86,0.996,2.409,0.5444,0.03723,0.7505,44.52,2.395,0.012,0.3042,8.412,0.01997,0.6826,0.00608,0.3421,3.477,275.38,0.07287,0.02879,0.014,3.379,0.8671,1.047,18.19,166.85,4.115,1.28,0.2151,0.5125,0.02283,0.0104,0.8699,1.143,9.4e-05,1.96,1.796,10.45,1765.0,2.837,0.9318,0.08654,0.03285,2.113,0.003001,27.69,1.073,0.1839,17.25,0.02138,8.539,3.904,9.728,2.461,139.32,0.1195,14.26,0.6783,0.6872,24.68,0.34,1.562,23.73,0.7293,0.3404,0.01974,0.107,0.5811,0.2039,0.5679,5.041,3.513,0.3122,2.523,5.192,0.4553,0.4081,18.65
52,2021-10-05 13:00:00,50234.99,3460.23,0.2414,172.09,45.29,65.46,567.66,2.012,2.229,441.01,1.08,168.88,31.47,25.34,1.0,1.0,27.1,37.2,50234.99,54.99,1.321,71.09,0.3176,0.09591,57.44,53.67,0.113,1.0,6.395,8.136,249.01,0.0,19.68,268.41,0.1805,0.238,8.043,4.685,307.18,133.42,133.42,306.47,0.4041,1.218,0.7774,1.425,44.11,1.675e-05,339.0,2.963,1.369,146.69,1.002,27.44,2545.43,6.043,0.003682,0.05358,311.93,8.101,8.998,177.43,22.05,53.65,0.2958,1.409,0.01808,0.1798,125.24,119.76,0.1334,0.2994,0.009387,0.1725,1.0,0.7694,10.26,16.03,10.64,1.608,5.579,19.97,0.05588,7.525,2.884,31281.95,2.318,0.1051,13.25,0.7226,0.1118,17.81,59.93,1.239,0.9923,0.01959,2.285,14.29,76.31,0.0,1.251,3.849,1.718,0.1442,0.9984,1.054,0.01752,0.8959,0.04996,2.352,50229.97,5.513,0.08871,0.695,0.8027,10.03,0.7658,0.4133,0.06399,6.34,1.016,3.283,0.5384,12.07,0.9976,2.374,0.5449,0.03774,0.7487,45.08,2.412,0.01206,0.302,8.436,0.02,0.682,0.006194,0.3429,3.431,276.29,0.07287,0.0286,0.01407,3.384,0.8595,1.044,18.1,166.28,4.119,1.287,0.216,0.5093,0.02339,0.0105,0.8699,1.15,9.4e-05,1.967,1.793,10.44,1761.01,2.849,0.9343,0.08727,0.03232,2.129,0.003014,27.74,1.078,0.1824,18.39,0.02125,8.528,3.962,9.72,2.474,138.7,0.1181,14.16,0.6736,0.6847,24.91,0.3409,1.546,23.83,0.7308,0.3425,0.0199,0.1095,0.5862,0.2025,0.5692,5.064,3.455,0.3174,2.512,5.208,0.4466,0.4099,18.95
53,2021-10-05 14:00:00,49881.31,3432.94,0.2479,169.0,44.14,64.05,563.53,1.955,2.194,436.34,1.058,165.19,30.87,24.91,1.0,0.9999,26.58,36.21,49881.31,53.12,1.29,69.29,0.312,0.09415,55.95,52.96,0.11,1.001,6.375,7.846,243.12,0.0,19.38,267.51,0.1785,0.2425,7.767,4.564,303.34,129.81,129.81,300.1,0.3936,1.189,0.755,1.389,43.2,1.844e-05,332.03,2.963,1.346,145.35,1.002,27.19,2509.27,5.915,0.00355,0.05211,306.3,7.909,8.685,174.09,22.3,52.72,0.2882,1.357,0.01846,0.1741,123.36,117.87,0.1322,0.2993,0.009239,0.1692,1.001,0.7521,10.07,15.51,10.4,1.573,5.573,19.35,0.05431,7.218,2.807,31039.83,2.272,0.1015,12.9,0.7091,0.1092,17.47,59.16,1.229,0.9905,0.01919,2.196,14.14,74.87,0.0,1.223,3.822,1.71,0.1402,0.9808,1.032,0.01736,0.8717,0.04877,2.24,49816.46,5.33,0.0865,0.6984,0.7732,9.826,0.7412,0.4009,0.06182,6.215,1.016,3.183,0.5259,11.84,0.9942,2.472,0.5333,0.03753,0.7331,44.48,2.351,0.01197,0.2999,8.25,0.01981,0.6605,0.005973,0.332,3.301,272.68,0.07287,0.02757,0.01397,3.357,0.8445,1.06,17.75,165.41,4.108,1.252,0.21,0.4994,0.02271,0.0101,0.8699,1.129,9.4e-05,1.932,1.754,10.2,1758.81,2.7,0.9001,0.08562,0.03107,2.066,0.002993,28.97,1.07,0.1787,18.35,0.0209,8.328,3.907,9.617,2.444,135.8,0.1167,13.54,0.6576,0.6704,24.24,0.3376,1.505,23.66,0.7168,0.3337,0.01972,0.1062,0.5861,0.1979,0.562,5.024,3.355,0.3129,2.403,5.167,0.4487,0.407,18.62
